 Yamaha Others 314256 Kms 2012 year ,40000," Added via phone on 25 May, Ad ID: 1219735643 "," Goregaon East, Mumbai ", Yamaha Others 314256 Kms 2012 year ," Brand: Yamaha Model: Others Year: 2012 KM Driven: 3,14,256 km "
 Royal Enfield ,85000," Added on 25 May, Ad ID: 1213853585 "," Ghatkopar East, Mumbai ", Royal Enfield ," Brand: Royal Enfield Model: Bullet Year: 2012 KM Driven: 26,000 km "
 Yamaha YZF R 46250 Kms 2012 year ,55000," Added via phone on 25 May, Ad ID: 1219707381 "," Lower Parel, Mumbai ", Yamaha YZF R 46250 Kms 2012 year ," Brand: Yamaha Model: YZF R Year: 2012 KM Driven: 46,250 km "
 Bajaj Pulsar 18000 Kms 2014 year ,45000," Added via phone on 25 May, Ad ID: 1195615791 "," Andheri East, Mumbai ", Bajaj Pulsar 18000 Kms 2014 year ," Brand: Bajaj Model: Pulsar Year: 2014 KM Driven: 18,500 km "
 2012 Yamaha FZS Black Green Color First Owner ,43000," Added via phone on 25 May, Ad ID: 1212057055 "," Kandivali West, Mumbai ", 2012 Yamaha FZS Black Green Color First Owner ," Brand: Yamaha Model: FZS Year: 2012 KM Driven: 19,000 km "
 2014 Royal Enfield Classic 14000 Kms ,125000," Added via phone on 25 May, Ad ID: 1210306521 "," Valdhuni, Mumbai ", 2014 Royal Enfield Classic 14000 Kms ," Brand: Royal Enfield Model: Classic Year: 2014 KM Driven: 14,000 km "
 Honda CB trigger 13000 Kms 2015 year ,41000," Added via phone on 25 May, Ad ID: 1219699583 "," Bhayandar East, Mumbai ", Honda CB trigger 13000 Kms 2015 year ," Brand: Honda Model: CB Year: 2015 KM Driven: 13,000 km "
 2010 Bajaj Pulsar 54000 Kms ,18000," Added via phone on 25 May, Ad ID: 1219694167 "," Andheri East, Mumbai ", 2010 Bajaj Pulsar 54000 Kms ," Brand: Bajaj Model: Pulsar Year: 2010 KM Driven: 54,000 km "
 Apache RtR 180 negotiable after perception. Visit ,23000," Added via phone on 25 May, Ad ID: 1209983721 "," Mira Road, Mumbai ", Apache RtR 180 negotiable after perception. Visit ," Brand: Other Brands Year: 2011 KM Driven: 58,000 km "
 Yamaha FZS 12000 Kms 2016 year ,75000," Added via phone on 25 May, Ad ID: 1177414965 "," Santacruz West, Mumbai ", Yamaha FZS 12000 Kms 2016 year ," Brand: Yamaha Model: FZS Year: 2016 KM Driven: 10,000 km "
 2018 Apache RR 310. Bullet Raja Bikes MULUND ,235000," Added via phone on 12 May, Ad ID: 1210587879 "," Mulund West, Mumbai ", 2018 Apache RR 310. Bullet Raja Bikes MULUND ," Brand: KTM Model: Others Year: 2018 KM Driven: 1,800 km "
 2014 Honda CB unicone 52000 Kms Emi Loan Avaiabal on used bike ,49500," Added via phone on 27 May, Ad ID: 1220511049 "," Kandivali West, Mumbai ", 2014 Honda CB unicone 52000 Kms Emi Loan Avaiabal on used bike ," Brand: Honda Model: CB Year: 2014 KM Driven: 52,000 km "
 2008 Honda Others 40000 Kms ,28000," Added via phone on 25 May, Ad ID: 1219766019 "," Girgaum, Mumbai ", 2008 Honda Others 40000 Kms ," Brand: Honda Model: Others Year: 2008 KM Driven: 40,000 km "
 2017 Bajaj Pulsar 9600 Kms ,110000," Added via phone on 25 May, Ad ID: 1219768917 "," Kalbadevi, Mumbai ", 2017 Bajaj Pulsar 9600 Kms ," Brand: Bajaj Model: Pulsar Year: 2017 KM Driven: 9,600 km "
 Yamaha R15 - Limited Edition ,65000," Added on 25 May, Ad ID: 1219759889 "," Mulund West, Mumbai ", Yamaha R15 - Limited Edition ," Brand: Yamaha Model: Others Year: 2015 KM Driven: 31,000 km "
 2006 Bajaj CT 100 25000 Kms ,13500," Added via phone on 25 May, Ad ID: 1219750779 "," Khar East, Mumbai ", 2006 Bajaj CT 100 25000 Kms ," Brand: Bajaj Model: CT 100 Year: 2006 KM Driven: 25,000 km "
 2014 Honda CB 21011 Kms ,45000," Added via phone on 25 May, Ad ID: 1219752589 "," Dockyard Road, Mumbai ", 2014 Honda CB 21011 Kms ," Brand: Honda Model: CB Year: 2014 KM Driven: 21,011 km "
 Royal Enfield Thunderbird 500cc 13600 Kms 2014 year ,94999," Added via phone on 25 May, Ad ID: 1219753785 "," Andheri West, Mumbai ", Royal Enfield Thunderbird 500cc 13600 Kms 2014 year ," Brand: Royal Enfield Model: Thunderbird Year: 2014 KM Driven: 13,600 km "
 Honda CB 50000 Kms 2011 year ,35000," Added via phone on 25 May, Ad ID: 1219740303 "," Dharavi, Mumbai ", Honda CB 50000 Kms 2011 year ," Brand: Honda Model: CB Year: 2011 KM Driven: 50,000 km "
 2015 Honda Others 17500 Kms ,38500," Added via phone on 25 May, Ad ID: 1219746023 "," Bhandup Industrial Area, Mumbai ", 2015 Honda Others 17500 Kms ," Brand: Honda Model: Others Year: 2015 KM Driven: 17,500 km "
 Royal Enfield Bullet 30000 Kms 2011 year ,79999," Added via phone on 25 May, Ad ID: 1216840115 "," Mulund West, Mumbai ", Royal Enfield Bullet 30000 Kms 2011 year ," Brand: Royal Enfield Model: Bullet Year: 2011 KM Driven: 30,000 km "
 2006 Bajaj CT 100 24300 Kms ,21500," Added via phone on 25 May, Ad ID: 1219738165 "," Kalyan East, Mumbai ", 2006 Bajaj CT 100 24300 Kms ," Brand: Bajaj Model: CT 100 Year: 2006 KM Driven: 24,300 km "
 2011 Honda CBR 28570 Kms ,65000," Added via phone on 25 May, Ad ID: 1219713271 "," Apollo Bunder, Mumbai ", 2011 Honda CBR 28570 Kms ," Brand: Honda Model: CBR Year: 2011 KM Driven: 28,570 km "
 Yamaha Fazer 25000 Kms 2009 year ,48000," Added via phone on 25 May, Ad ID: 1219701937 "," Malad West, Mumbai ", Yamaha Fazer 25000 Kms 2009 year ," Brand: Yamaha Model: Fazer Year: 2009 KM Driven: 25,000 km "
 Bajaj Pulsar 800000 Kms 2003 year 84.24.98.64.88.. ,7000," Added via phone on 25 May, Ad ID: 1219712109 "," Govandi, Mumbai ", Bajaj Pulsar 800000 Kms 2003 year 84.24.98.64.88.. ," Brand: Bajaj Model: Pulsar Year: 2003 KM Driven: 8,00,000 km "
 2016 Model First Owner Red Black Bajaj V15 For Just RS.52000/-July ,52000," Added via phone on 25 May, Ad ID: 1199655887 "," Kandivali West, Mumbai ", 2016 Model First Owner Red Black Bajaj V15 For Just RS.52000/-July ," Brand: Bajaj Model: Others Year: 2016 KM Driven: 23,000 km "
 2015 Suzuki Gixxer 12944 Kms ,65000," Added via phone on 25 May, Ad ID: 1219701287 "," Malad East, Mumbai ", 2015 Suzuki Gixxer 12944 Kms ," Brand: Suzuki Model: Gixxer Year: 2015 KM Driven: 12,944 km "
 Hero Honda Achiever 15000 Kms 2016 year ,40000," Added via phone on 25 May, Ad ID: 1219698835 "," Goregaon East, Mumbai ", Hero Honda Achiever 15000 Kms 2016 year ," Brand: Hero Honda Model: Achiever Year: 2016 KM Driven: 15,000 km "
 Bajaj Discover 40250 Kms 2014 year ,30000," Added via phone on 25 May, Ad ID: 1188787875 "," Dahisar East, Mumbai ", Bajaj Discover 40250 Kms 2014 year ," Brand: Bajaj Model: Discover Year: 2014 KM Driven: 40,250 km "
 Honda CB 11168 Kms 2017 year ,64000," Added via phone on 25 May, Ad ID: 1215195999 "," Netaji Nagar, Mumbai ", Honda CB 11168 Kms 2017 year ," Brand: Honda Model: CB Year: 2017 KM Driven: 11,168 km "
 Non ABS Honda CBR 3400 Kms 2015 year ,140000," Added via phone on 25 May, Ad ID: 1206709283 "," Veer Savarkar Marg, Mumbai ", Non ABS Honda CBR 3400 Kms 2015 year ," Brand: Honda Model: CBR Year: 2015 KM Driven: 3,900 km "
 Selling 2015 model. Single owner. Showroom condition. ,52000," Added via phone on 16 May, Ad ID: 1213828511 "," Kandivali West, Mumbai ", Selling 2015 model. Single owner. Showroom condition. ," Brand: Bajaj Model: Year: 2015 KM Driven: 33,000 km "
 Bajaj Avenger Decmber 2015 all most 2016 EMI(loan) Available used bike ,63000," Added via phone on 29 May, Ad ID: 1221405039 "," Kandivali West, Mumbai ", Bajaj Avenger Decmber 2015 all most 2016 EMI(loan) Available used bike ," Brand: Bajaj Model: Avenger Year: 2016 KM Driven: 12,500 km "
 2017 Bajaj Pulsar 9600 Kms ,110000," Added via phone on 25 May, Ad ID: 1219768917 "," Kalbadevi, Mumbai ", 2017 Bajaj Pulsar 9600 Kms ," Brand: Bajaj Model: Pulsar Year: 2017 KM Driven: 9,600 km "
 2006 Bajaj CT 100 25000 Kms ,13500," Added via phone on 25 May, Ad ID: 1219750779 "," Khar East, Mumbai ", 2006 Bajaj CT 100 25000 Kms ," Brand: Bajaj Model: CT 100 Year: 2006 KM Driven: 25,000 km "
 Royal Enfield Thunderbird 500cc 13600 Kms 2014 year ,94999," Added via phone on 25 May, Ad ID: 1219753785 "," Andheri West, Mumbai ", Royal Enfield Thunderbird 500cc 13600 Kms 2014 year ," Brand: Royal Enfield Model: Thunderbird Year: 2014 KM Driven: 13,600 km "
 Yamaha R15 - Limited Edition ,65000," Added on 25 May, Ad ID: 1219759889 "," Mulund West, Mumbai ", Yamaha R15 - Limited Edition ," Brand: Yamaha Model: Others Year: 2015 KM Driven: 31,000 km "
 2008 Honda Others 40000 Kms ,28000," Added via phone on 25 May, Ad ID: 1219766019 "," Girgaum, Mumbai ", 2008 Honda Others 40000 Kms ," Brand: Honda Model: Others Year: 2008 KM Driven: 40,000 km "
 2014 Honda CB 21011 Kms ,45000," Added via phone on 25 May, Ad ID: 1219752589 "," Dockyard Road, Mumbai ", 2014 Honda CB 21011 Kms ," Brand: Honda Model: CB Year: 2014 KM Driven: 21,011 km "
 2006 Bajaj CT 100 24300 Kms ,21500," Added via phone on 25 May, Ad ID: 1219738165 "," Kalyan East, Mumbai ", 2006 Bajaj CT 100 24300 Kms ," Brand: Bajaj Model: CT 100 Year: 2006 KM Driven: 24,300 km "
 2015 Honda Others 17500 Kms ,38500," Added via phone on 25 May, Ad ID: 1219746023 "," Bhandup Industrial Area, Mumbai ", 2015 Honda Others 17500 Kms ," Brand: Honda Model: Others Year: 2015 KM Driven: 17,500 km "
 Honda CB 50000 Kms 2011 year ,35000," Added via phone on 25 May, Ad ID: 1219740303 "," Dharavi, Mumbai ", Honda CB 50000 Kms 2011 year ," Brand: Honda Model: CB Year: 2011 KM Driven: 50,000 km "
 2015 Suzuki Gixxer 12944 Kms ,65000," Added via phone on 25 May, Ad ID: 1219701287 "," Malad East, Mumbai ", 2015 Suzuki Gixxer 12944 Kms ," Brand: Suzuki Model: Gixxer Year: 2015 KM Driven: 12,944 km "
 Royal Enfield Bullet 30000 Kms 2011 year ,79999," Added via phone on 25 May, Ad ID: 1216840115 "," Mulund West, Mumbai ", Royal Enfield Bullet 30000 Kms 2011 year ," Brand: Royal Enfield Model: Bullet Year: 2011 KM Driven: 30,000 km "
 Bajaj Discover 40250 Kms 2014 year ,30000," Added via phone on 25 May, Ad ID: 1188787875 "," Dahisar East, Mumbai ", Bajaj Discover 40250 Kms 2014 year ," Brand: Bajaj Model: Discover Year: 2014 KM Driven: 40,250 km "
 Yamaha Fazer 25000 Kms 2009 year ,48000," Added via phone on 25 May, Ad ID: 1219701937 "," Malad West, Mumbai ", Yamaha Fazer 25000 Kms 2009 year ," Brand: Yamaha Model: Fazer Year: 2009 KM Driven: 25,000 km "
 2011 Honda CBR 28570 Kms ,65000," Added via phone on 25 May, Ad ID: 1219713271 "," Apollo Bunder, Mumbai ", 2011 Honda CBR 28570 Kms ," Brand: Honda Model: CBR Year: 2011 KM Driven: 28,570 km "
 Bajaj Pulsar 800000 Kms 2003 year 84.24.98.64.88.. ,7000," Added via phone on 25 May, Ad ID: 1219712109 "," Govandi, Mumbai ", Bajaj Pulsar 800000 Kms 2003 year 84.24.98.64.88.. ," Brand: Bajaj Model: Pulsar Year: 2003 KM Driven: 8,00,000 km "
 2016 Model First Owner Red Black Bajaj V15 For Just RS.52000/-July ,52000," Added via phone on 25 May, Ad ID: 1199655887 "," Kandivali West, Mumbai ", 2016 Model First Owner Red Black Bajaj V15 For Just RS.52000/-July ," Brand: Bajaj Model: Others Year: 2016 KM Driven: 23,000 km "
 Hero Honda Achiever 15000 Kms 2016 year ,40000," Added via phone on 25 May, Ad ID: 1219698835 "," Goregaon East, Mumbai ", Hero Honda Achiever 15000 Kms 2016 year ," Brand: Hero Honda Model: Achiever Year: 2016 KM Driven: 15,000 km "
 Honda CB 11168 Kms 2017 year ,64000," Added via phone on 25 May, Ad ID: 1215195999 "," Netaji Nagar, Mumbai ", Honda CB 11168 Kms 2017 year ," Brand: Honda Model: CB Year: 2017 KM Driven: 11,168 km "
 Non ABS Honda CBR 3400 Kms 2015 year ,140000," Added via phone on 25 May, Ad ID: 1206709283 "," Veer Savarkar Marg, Mumbai ", Non ABS Honda CBR 3400 Kms 2015 year ," Brand: Honda Model: CBR Year: 2015 KM Driven: 3,900 km "
 Harley Davidson Sportster Superlow 883L in ,500000," Added via phone Yesterday, Ad ID: 1221841019 "," Andheri East, Mumbai ", Harley Davidson Sportster Superlow 883L in ," Brand: Other Brands Year: 2013 KM Driven: 43,700 km "
 2017 Bajaj Pulsar 9600 Kms ,110000," Added via phone on 25 May, Ad ID: 1219768917 "," Kalbadevi, Mumbai ", 2017 Bajaj Pulsar 9600 Kms ," Brand: Bajaj Model: Pulsar Year: 2017 KM Driven: 9,600 km "
 2008 Honda Others 40000 Kms ,28000," Added via phone on 25 May, Ad ID: 1219766019 "," Girgaum, Mumbai ", 2008 Honda Others 40000 Kms ," Brand: Honda Model: Others Year: 2008 KM Driven: 40,000 km "
 Royal Enfield Thunderbird 500cc 13600 Kms 2014 year ,94999," Added via phone on 25 May, Ad ID: 1219753785 "," Andheri West, Mumbai ", Royal Enfield Thunderbird 500cc 13600 Kms 2014 year ," Brand: Royal Enfield Model: Thunderbird Year: 2014 KM Driven: 13,600 km "
 2015 Karizma R. Black Colour.single Owner. Clear Papers ,53000," Added via phone on 21 May, Ad ID: 1212333721 "," Kandivali West, Mumbai ", 2015 Karizma R. Black Colour.single Owner. Clear Papers ," Brand: Hero Honda Model: Karizma Year: 2015 KM Driven: 20,000 km "
 Yamaha R15 - Limited Edition ,65000," Added on 25 May, Ad ID: 1219759889 "," Mulund West, Mumbai ", Yamaha R15 - Limited Edition ," Brand: Yamaha Model: Others Year: 2015 KM Driven: 31,000 km "
 2014 Honda CB 21011 Kms ,45000," Added via phone on 25 May, Ad ID: 1219752589 "," Dockyard Road, Mumbai ", 2014 Honda CB 21011 Kms ," Brand: Honda Model: CB Year: 2014 KM Driven: 21,011 km "
 2006 Bajaj CT 100 25000 Kms ,13500," Added via phone on 25 May, Ad ID: 1219750779 "," Khar East, Mumbai ", 2006 Bajaj CT 100 25000 Kms ," Brand: Bajaj Model: CT 100 Year: 2006 KM Driven: 25,000 km "
 2015 Honda Others 17500 Kms ,38500," Added via phone on 25 May, Ad ID: 1219746023 "," Bhandup Industrial Area, Mumbai ", 2015 Honda Others 17500 Kms ," Brand: Honda Model: Others Year: 2015 KM Driven: 17,500 km "
 2006 Bajaj CT 100 24300 Kms ,21500," Added via phone on 25 May, Ad ID: 1219738165 "," Kalyan East, Mumbai ", 2006 Bajaj CT 100 24300 Kms ," Brand: Bajaj Model: CT 100 Year: 2006 KM Driven: 24,300 km "
 Honda CB 50000 Kms 2011 year ,35000," Added via phone on 25 May, Ad ID: 1219740303 "," Dharavi, Mumbai ", Honda CB 50000 Kms 2011 year ," Brand: Honda Model: CB Year: 2011 KM Driven: 50,000 km "
 Royal Enfield Bullet 30000 Kms 2011 year ,79999," Added via phone on 25 May, Ad ID: 1216840115 "," Mulund West, Mumbai ", Royal Enfield Bullet 30000 Kms 2011 year ," Brand: Royal Enfield Model: Bullet Year: 2011 KM Driven: 30,000 km "
 Bajaj Pulsar 800000 Kms 2003 year 84.24.98.64.88.. ,7000," Added via phone on 25 May, Ad ID: 1219712109 "," Govandi, Mumbai ", Bajaj Pulsar 800000 Kms 2003 year 84.24.98.64.88.. ," Brand: Bajaj Model: Pulsar Year: 2003 KM Driven: 8,00,000 km "
 2011 Honda CBR 28570 Kms ,65000," Added via phone on 25 May, Ad ID: 1219713271 "," Apollo Bunder, Mumbai ", 2011 Honda CBR 28570 Kms ," Brand: Honda Model: CBR Year: 2011 KM Driven: 28,570 km "
 2016 Model First Owner Red Black Bajaj V15 For Just RS.52000/-July ,52000," Added via phone on 25 May, Ad ID: 1199655887 "," Kandivali West, Mumbai ", 2016 Model First Owner Red Black Bajaj V15 For Just RS.52000/-July ," Brand: Bajaj Model: Others Year: 2016 KM Driven: 23,000 km "
 Hero Honda Achiever 15000 Kms 2016 year ,40000," Added via phone on 25 May, Ad ID: 1219698835 "," Goregaon East, Mumbai ", Hero Honda Achiever 15000 Kms 2016 year ," Brand: Hero Honda Model: Achiever Year: 2016 KM Driven: 15,000 km "
 Yamaha Fazer 25000 Kms 2009 year ,48000," Added via phone on 25 May, Ad ID: 1219701937 "," Malad West, Mumbai ", Yamaha Fazer 25000 Kms 2009 year ," Brand: Yamaha Model: Fazer Year: 2009 KM Driven: 25,000 km "
 2015 Suzuki Gixxer 12944 Kms ,65000," Added via phone on 25 May, Ad ID: 1219701287 "," Malad East, Mumbai ", 2015 Suzuki Gixxer 12944 Kms ," Brand: Suzuki Model: Gixxer Year: 2015 KM Driven: 12,944 km "
 1800kmBenelli302R ABS R&G frame slider's1800km BULLET RAJA Bikes ,339999," Added via phone on 27 May, Ad ID: 1214207467 "," Mulund West, Mumbai ", 1800kmBenelli302R ABS R&G frame slider's1800km BULLET RAJA Bikes ," Brand: Other Brands Year: 2017 KM Driven: 1,800 km "
 Bajaj Discover 40250 Kms 2014 year ,30000," Added via phone on 25 May, Ad ID: 1188787875 "," Dahisar East, Mumbai ", Bajaj Discover 40250 Kms 2014 year ," Brand: Bajaj Model: Discover Year: 2014 KM Driven: 40,250 km "
 Harley Davidson Sportster Superlow 883L in ,500000," Added via phone Yesterday, Ad ID: 1221841019 "," Andheri East, Mumbai ", Harley Davidson Sportster Superlow 883L in ," Brand: Other Brands Year: 2013 KM Driven: 43,700 km "
 Honda CB 11168 Kms 2017 year ,64000," Added via phone on 25 May, Ad ID: 1215195999 "," Netaji Nagar, Mumbai ", Honda CB 11168 Kms 2017 year ," Brand: Honda Model: CB Year: 2017 KM Driven: 11,168 km "
 Non ABS Honda CBR 3400 Kms 2015 year ,140000," Added via phone on 25 May, Ad ID: 1206709283 "," Veer Savarkar Marg, Mumbai ", Non ABS Honda CBR 3400 Kms 2015 year ," Brand: Honda Model: CBR Year: 2015 KM Driven: 3,900 km "
 Bajaj Pulsar 9999 Kms 2009 year ,15000," Added via phone on 25 May, Ad ID: 1219766527 "," Mira Road, Mumbai ", Bajaj Pulsar 9999 Kms 2009 year ," Brand: Bajaj Model: Pulsar Year: 2009 KM Driven: 9,999 km "
 Hero Honda Passion 79000 Kms 2011 year ,28000," Added via phone on 25 May, Ad ID: 1209377131 "," Borivali West, Mumbai ", Hero Honda Passion 79000 Kms 2011 year ," Brand: Hero Honda Model: Passion Year: 2011 KM Driven: 79,000 km "
 Honda CBF Stunner 45000 Kms 2010 year ,29000," Added via phone on 25 May, Ad ID: 1219752735 "," Powai, Mumbai ", Honda CBF Stunner 45000 Kms 2010 year ," Brand: Honda Model: CBF Stunner Year: 2010 KM Driven: 45,000 km "
 Hero Honda Passion 31000 Kms 2012 year ,30000," Added via phone on 25 May, Ad ID: 1214789785 "," Borivali West, Mumbai ", Hero Honda Passion 31000 Kms 2012 year ," Brand: Hero Honda Model: Passion Year: 2012 KM Driven: 31,000 km "
 Bajaj Avenger 17000 Kms 2016 year ,67000," Added via phone on 25 May, Ad ID: 1219752319 "," Ghatkopar East, Mumbai ", Bajaj Avenger 17000 Kms 2016 year ," Brand: Bajaj Model: Avenger Year: 2016 KM Driven: 17,000 km "
 Royal Enfield Classic 9200 Kms 2016 year ,125000," Added via phone on 25 May, Ad ID: 1219748301 "," Ambarnath, Mumbai ", Royal Enfield Classic 9200 Kms 2016 year ," Brand: Royal Enfield Model: Classic Year: 2016 KM Driven: 9,200 km "
 2010 Yamaha FZS 35000 Kms ,25000," Added via phone on 25 May, Ad ID: 1219244187 "," Nalasopara East, Mumbai ", 2010 Yamaha FZS 35000 Kms ," Brand: Yamaha Model: FZS Year: 2010 KM Driven: 35,000 km "
 KTM RC 20000 Kms 2015 year ,130000," Added via phone on 25 May, Ad ID: 1219738605 "," Kanakia Road, Mumbai ", KTM RC 20000 Kms 2015 year ," Brand: KTM Model: RC Year: 2015 KM Driven: 20,000 km "
 Bajaj Pulsar 18000 Kms 2014 year ,45000," Added via phone on 25 May, Ad ID: 1195615791 "," Andheri East, Mumbai ", Bajaj Pulsar 18000 Kms 2014 year ," Brand: Bajaj Model: Pulsar Year: 2014 KM Driven: 18,500 km "
 Royal Enfield ,85000," Added on 25 May, Ad ID: 1213853585 "," Ghatkopar East, Mumbai ", Royal Enfield ," Brand: Royal Enfield Model: Bullet Year: 2012 KM Driven: 26,000 km "
 2012 Yamaha FZS Black Green Color First Owner ,43000," Added via phone on 25 May, Ad ID: 1212057055 "," Kandivali West, Mumbai ", 2012 Yamaha FZS Black Green Color First Owner ," Brand: Yamaha Model: FZS Year: 2012 KM Driven: 19,000 km "
 Yamaha Others 314256 Kms 2012 year ,40000," Added via phone on 25 May, Ad ID: 1219735643 "," Goregaon East, Mumbai ", Yamaha Others 314256 Kms 2012 year ," Brand: Yamaha Model: Others Year: 2012 KM Driven: 3,14,256 km "
 2014 Royal Enfield Classic 14000 Kms ,125000," Added via phone on 25 May, Ad ID: 1210306521 "," Valdhuni, Mumbai ", 2014 Royal Enfield Classic 14000 Kms ," Brand: Royal Enfield Model: Classic Year: 2014 KM Driven: 14,000 km "
 2010 Bajaj Pulsar 54000 Kms ,18000," Added via phone on 25 May, Ad ID: 1219694167 "," Andheri East, Mumbai ", 2010 Bajaj Pulsar 54000 Kms ," Brand: Bajaj Model: Pulsar Year: 2010 KM Driven: 54,000 km "
 Yamaha YZF R 46250 Kms 2012 year ,55000," Added via phone on 25 May, Ad ID: 1219707381 "," Lower Parel, Mumbai ", Yamaha YZF R 46250 Kms 2012 year ," Brand: Yamaha Model: YZF R Year: 2012 KM Driven: 46,250 km "
 Honda CB trigger 13000 Kms 2015 year ,41000," Added via phone on 25 May, Ad ID: 1219699583 "," Bhayandar East, Mumbai ", Honda CB trigger 13000 Kms 2015 year ," Brand: Honda Model: CB Year: 2015 KM Driven: 13,000 km "
 Apache RtR 180 negotiable after perception. Visit ,23000," Added via phone on 25 May, Ad ID: 1209983721 "," Mira Road, Mumbai ", Apache RtR 180 negotiable after perception. Visit ," Brand: Other Brands Year: 2011 KM Driven: 58,000 km "
 Yamaha FZS 12000 Kms 2016 year ,75000," Added via phone on 25 May, Ad ID: 1177414965 "," Santacruz West, Mumbai ", Yamaha FZS 12000 Kms 2016 year ," Brand: Yamaha Model: FZS Year: 2016 KM Driven: 10,000 km "
 2011 Bajaj Avenger 9500 Kms ,45000," Added via phone on 25 May, Ad ID: 1215622429 "," Borivali West, Mumbai ", 2011 Bajaj Avenger 9500 Kms ," Brand: Bajaj Model: Avenger Year: 2012 KM Driven: 9,500 km "
 Credit Card/Loan Facility available for Honda Hornet Double Disc Brake ,72000," Added via phone Yesterday, Ad ID: 1175118223 "," Grant Road Area, Mumbai ", Credit Card/Loan Facility available for Honda Hornet Double Disc Brake ," Brand: Honda Model: CB Year: 2016 KM Driven: 10,000 km "
 2 Months Old Fz 250. 1000 Kms Run.single Owner. ,120000," Added via phone on 23 May, Ad ID: 1219159333 "," Kandivali West, Mumbai ", 2 Months Old Fz 250. 1000 Kms Run.single Owner. ," Brand: Yamaha Model: FZS Year: 2018 KM Driven: 1,000 km "
 Yamaha R15 - Limited Edition ,65000," Added on 25 May, Ad ID: 1219759889 "," Mulund West, Mumbai ", Yamaha R15 - Limited Edition ," Brand: Yamaha Model: Others Year: 2015 KM Driven: 31,000 km "
 2017 Bajaj Pulsar 9600 Kms ,110000," Added via phone on 25 May, Ad ID: 1219768917 "," Kalbadevi, Mumbai ", 2017 Bajaj Pulsar 9600 Kms ," Brand: Bajaj Model: Pulsar Year: 2017 KM Driven: 9,600 km "
 2008 Honda Others 40000 Kms ,28000," Added via phone on 25 May, Ad ID: 1219766019 "," Girgaum, Mumbai ", 2008 Honda Others 40000 Kms ," Brand: Honda Model: Others Year: 2008 KM Driven: 40,000 km "
 2014 Honda CB 21011 Kms ,45000," Added via phone on 25 May, Ad ID: 1219752589 "," Dockyard Road, Mumbai ", 2014 Honda CB 21011 Kms ," Brand: Honda Model: CB Year: 2014 KM Driven: 21,011 km "
 Royal Enfield Thunderbird 500cc 13600 Kms 2014 year ,94999," Added via phone on 25 May, Ad ID: 1219753785 "," Andheri West, Mumbai ", Royal Enfield Thunderbird 500cc 13600 Kms 2014 year ," Brand: Royal Enfield Model: Thunderbird Year: 2014 KM Driven: 13,600 km "
 2006 Bajaj CT 100 25000 Kms ,13500," Added via phone on 25 May, Ad ID: 1219750779 "," Khar East, Mumbai ", 2006 Bajaj CT 100 25000 Kms ," Brand: Bajaj Model: CT 100 Year: 2006 KM Driven: 25,000 km "
 2015 Honda Others 17500 Kms ,38500," Added via phone on 25 May, Ad ID: 1219746023 "," Bhandup Industrial Area, Mumbai ", 2015 Honda Others 17500 Kms ," Brand: Honda Model: Others Year: 2015 KM Driven: 17,500 km "
 Honda CB 50000 Kms 2011 year ,35000," Added via phone on 25 May, Ad ID: 1219740303 "," Dharavi, Mumbai ", Honda CB 50000 Kms 2011 year ," Brand: Honda Model: CB Year: 2011 KM Driven: 50,000 km "
 2011 Honda CBR 28570 Kms ,65000," Added via phone on 25 May, Ad ID: 1219713271 "," Apollo Bunder, Mumbai ", 2011 Honda CBR 28570 Kms ," Brand: Honda Model: CBR Year: 2011 KM Driven: 28,570 km "
 2006 Bajaj CT 100 24300 Kms ,21500," Added via phone on 25 May, Ad ID: 1219738165 "," Kalyan East, Mumbai ", 2006 Bajaj CT 100 24300 Kms ," Brand: Bajaj Model: CT 100 Year: 2006 KM Driven: 24,300 km "
 Royal Enfield Bullet 30000 Kms 2011 year ,79999," Added via phone on 25 May, Ad ID: 1216840115 "," Mulund West, Mumbai ", Royal Enfield Bullet 30000 Kms 2011 year ," Brand: Royal Enfield Model: Bullet Year: 2011 KM Driven: 30,000 km "
 Yamaha Fazer 25000 Kms 2009 year ,48000," Added via phone on 25 May, Ad ID: 1219701937 "," Malad West, Mumbai ", Yamaha Fazer 25000 Kms 2009 year ," Brand: Yamaha Model: Fazer Year: 2009 KM Driven: 25,000 km "
 2016 Model First Owner Red Black Bajaj V15 For Just RS.52000/-July ,52000," Added via phone on 25 May, Ad ID: 1199655887 "," Kandivali West, Mumbai ", 2016 Model First Owner Red Black Bajaj V15 For Just RS.52000/-July ," Brand: Bajaj Model: Others Year: 2016 KM Driven: 23,000 km "
 2015 Suzuki Gixxer 12944 Kms ,65000," Added via phone on 25 May, Ad ID: 1219701287 "," Malad East, Mumbai ", 2015 Suzuki Gixxer 12944 Kms ," Brand: Suzuki Model: Gixxer Year: 2015 KM Driven: 12,944 km "
 Bajaj Pulsar 800000 Kms 2003 year 84.24.98.64.88.. ,7000," Added via phone on 25 May, Ad ID: 1219712109 "," Govandi, Mumbai ", Bajaj Pulsar 800000 Kms 2003 year 84.24.98.64.88.. ," Brand: Bajaj Model: Pulsar Year: 2003 KM Driven: 8,00,000 km "
